order_id,order_date,region,category,customer_segment,is_returning_customer,quantity,unit_price,revenue,is_returned
470,2025-01-05,South,Furniture,SMB,True,4,90.51,362.04,False
551,2025-01-05,East,Office Supplies,SMB,False,2,152.38,304.76,False
312,2025-01-05,North,Apparel,Enterprise,False,7,70.19,491.33,False
1166,2025-01-05,East,Electronics,Enterprise,False,6,10.64,63.84,False
1693,2025-01-05,East,Toys,Enterprise,False,6,344.02,2064.12,True
790,2025-01-05,East,Apparel,SMB,False,3,106.43,319.29,False
1729,2025-01-05,South,Electronics,Mid-Market,False,7,153.7,1075.9,False
642,2025-01-05,West,Furniture,Mid-Market,True,6,227.59,1365.54,False
736,2025-01-06,South,Toys,SMB,False,7,484.22,3389.54,False
717,2025-01-06,North,Apparel,Mid-Market,False,1,216.86,216.86,False
255,2025-01-06,North,Apparel,Enterprise,False,6,184.08,1104.48,False
565,2025-01-06,West,Apparel,SMB,True,3,410.06,1230.18,False
1282,2025-01-07,East,Apparel,Mid-Market,True,6,173.21,1039.26,False
954,2025-01-07,North,Apparel,SMB,True,8,487.96,3903.68,False
1093,2025-01-07,West,Toys,Mid-Market,False,4,473.23,1892.92,False
1765,2025-01-07,East,Furniture,SMB,True,1,167.5,167.5,False
1393,2025-01-07,South,Furniture,Enterprise,False,7,87.6,613.2,False
1234,2025-01-07,North,Electronics,Enterprise,True,7,234.34,1640.38,False
1833,2025-01-07,North,Toys,SMB,False,8,442.5,3540.0,False
681,2025-01-07,South,Furniture,SMB,False,3,374.26,1122.78,False
463,2025-01-07,South,Electronics,SMB,False,7,284.92,1994.44,False
1522,2025-01-08,East,Furniture,SMB,False,3,310.39,931.17,False
1452,2025-01-08,South,Office Supplies,Enterprise,True,5,378.51,1892.55,False
1916,2025-01-08,South,Toys,Enterprise,True,3,273.13,819.39,False
1321,2025-01-08,South,Electronics,SMB,True,2,278.34,556.68,False
632,2025-01-08,North,Furniture,Enterprise,False,9,12.98,116.82,False
666,2025-01-08,East,Electronics,SMB,False,7,66.25,463.75,False
525,2025-01-08,West,Electronics,SMB,False,4,435.79,1743.16,False
1899,2025-01-08,North,Toys,SMB,True,9,339.66,3056.94,False
935,2025-01-08,West,Apparel,SMB,True,7,413.32,2893.24,False
71,2025-01-09,East,Electronics,Mid-Market,False,3,431.69,1295.07,False
988,2025-01-09,West,Toys,SMB,True,8,269.5,2156.0,False
1197,2025-01-09,East,Toys,Enterprise,True,4,414.87,1659.48,False
459,2025-01-09,East,Electronics,Enterprise,False,8,135.38,1083.04,False
1172,2025-01-09,West,Toys,SMB,True,6,468.49,2810.94,False
1337,2025-01-09,South,Apparel,SMB,False,3,345.35,1036.05,False
1628,2025-01-09,West,Electronics,SMB,True,4,316.05,1264.2,False
1382,2025-01-09,North,Apparel,Enterprise,False,8,285.77,2286.16,False
205,2025-01-09,North,Toys,Enterprise,True,8,327.58,2620.64,False
1886,2025-01-10,North,Furniture,SMB,True,8,342.18,2737.44,False
1630,2025-01-10,East,Apparel,Enterprise,False,4,155.09,620.36,False
826,2025-01-10,East,Furniture,SMB,False,2,364.75,729.5,False
1942,2025-01-10,East,Furniture,Enterprise,False,4,189.03,756.12,False
764,2025-01-10,East,Toys,Enterprise,True,8,438.35,3506.8,False
1472,2025-01-10,South,Electronics,SMB,False,1,94.5,94.5,False
548,2025-01-10,North,Electronics,SMB,True,5,339.85,1699.25,False
364,2025-01-10,South,Toys,SMB,True,4,187.49,749.96,True
1030,2025-01-11,South,Toys,Mid-Market,False,9,326.75,2940.75,False
1148,2025-01-11,South,Electronics,SMB,False,9,11.82,106.38,True
847,2025-01-11,West,Toys,Mid-Market,False,6,176.55,1059.3,False
966,2025-01-11,West,Toys,SMB,True,6,72.59,435.54,False
1941,2025-01-11,West,Toys,SMB,True,6,159.8,958.8,False
1661,2025-01-11,West,Toys,SMB,True,3,291.37,874.11,True
1349,2025-01-11,South,Electronics,Mid-Market,True,1,402.81,402.81,False
1507,2025-01-12,East,Furniture,SMB,False,7,338.22,2367.54,False
1583,2025-01-12,North,Toys,SMB,True,2,316.42,632.84,False
1070,2025-01-12,West,Toys,SMB,True,4,448.05,1792.2,False
1403,2025-01-12,North,Toys,Enterprise,True,3,39.95,119.85,False
1401,2025-01-12,North,Furniture,SMB,False,7,44.07,308.49,True
521,2025-01-12,East,Office Supplies,Enterprise,False,2,401.26,802.52,False
649,2025-01-12,East,Office Supplies,Enterprise,False,7,410.76,2875.32,False
1313,2025-01-12,North,Furniture,Enterprise,True,1,339.63,339.63,False
1065,2025-01-12,North,Furniture,SMB,False,8,236.38,1891.04,False
389,2025-01-12,South,Electronics,SMB,False,4,419.63,1678.52,False
1270,2025-01-12,East,Office Supplies,SMB,True,5,446.39,2231.95,False
1248,2025-01-12,South,Toys,SMB,False,4,412.45,1649.8,False
1754,2025-01-12,East,Electronics,Enterprise,True,3,105.02,315.06,False
1719,2025-01-12,South,Apparel,SMB,False,8,442.86,3542.88,True
1788,2025-01-12,North,Furniture,Mid-Market,True,4,365.91,1463.64,False
1250,2025-01-13,North,Furniture,Enterprise,False,6,361.81,2170.86,False
286,2025-01-13,North,Toys,Mid-Market,False,3,182.89,548.67,False
420,2025-01-13,North,Office Supplies,Mid-Market,False,5,23.96,119.8,False
116,2025-01-13,East,Electronics,SMB,True,6,52.85,317.1,False
699,2025-01-13,East,Apparel,SMB,True,7,76.71,536.97,False
1849,2025-01-13,North,Furniture,SMB,True,9,35.52,319.68,False
768,2025-01-13,North,Electronics,SMB,False,1,455.88,455.88,True
1460,2025-01-14,South,Toys,SMB,True,5,209.29,1046.45,True
987,2025-01-14,East,Apparel,Mid-Market,False,8,313.38,2507.04,False
799,2025-01-14,East,Electronics,Mid-Market,True,7,123.6,865.2,False
515,2025-01-14,East,Office Supplies,SMB,True,4,229.28,917.12,False
674,2025-01-14,North,Furniture,Enterprise,False,9,60.18,541.62,False
679,2025-01-14,North,Office Supplies,Mid-Market,False,2,300.87,601.74,False
1400,2025-01-14,East,Electronics,Enterprise,False,1,295.65,295.65,False
1456,2025-01-14,East,Office Supplies,SMB,False,1,373.96,373.96,False
1836,2025-01-14,West,Office Supplies,Enterprise,False,9,185.54,1669.86,False
1101,2025-01-14,South,Apparel,Mid-Market,True,7,455.15,3186.05,False
36,2025-01-14,North,Electronics,SMB,False,2,36.17,72.34,False
1766,2025-01-14,South,Electronics,SMB,True,7,384.14,2688.98,False
69,2025-01-15,North,Furniture,Enterprise,False,6,323.57,1941.42,False
1310,2025-01-15,North,Apparel,Enterprise,False,8,380.4,3043.2,False
101,2025-01-15,West,Office Supplies,Enterprise,False,5,100.78,503.9,False
834,2025-01-15,West,Electronics,Enterprise,True,9,108.74,978.66,False
816,2025-01-15,East,Toys,SMB,False,8,340.37,2722.96,False
1111,2025-01-15,East,Toys,SMB,False,9,221.53,1993.77,False
687,2025-01-15,West,Toys,SMB,False,4,263.77,1055.08,False
1330,2025-01-15,East,Furniture,Enterprise,True,1,88.57,88.57,False
1087,2025-01-16,West,Electronics,SMB,True,4,210.32,841.28,False
374,2025-01-16,North,Office Supplies,Enterprise,False,9,304.91,2744.19,False
1115,2025-01-16,North,Apparel,Enterprise,True,3,253.72,761.16,False
885,2025-01-17,West,Electronics,SMB,False,2,419.51,839.02,False
1269,2025-01-17,North,Furniture,Enterprise,False,1,320.32,320.32,False
1905,2025-01-17,West,Office Supplies,Mid-Market,False,2,60.06,120.12,False
1878,2025-01-17,West,Office Supplies,Enterprise,True,2,203.18,406.36,False
1255,2025-01-17,North,Electronics,Enterprise,False,4,469.13,1876.52,False
1006,2025-01-17,South,Furniture,Mid-Market,True,8,168.11,1344.88,False
1052,2025-01-17,East,Office Supplies,Enterprise,False,8,160.82,1286.56,False
250,2025-01-17,South,Toys,Enterprise,False,8,351.53,2812.24,False
1068,2025-01-17,North,Toys,SMB,False,4,235.61,942.44,False
917,2025-01-18,South,Furniture,Mid-Market,False,7,10.67,74.69,False
1960,2025-01-18,South,Furniture,SMB,False,2,51.89,103.78,False
1448,2025-01-18,South,Toys,Mid-Market,True,3,201.18,603.54,False
269,2025-01-18,South,Furniture,Mid-Market,False,2,468.54,937.08,True
1642,2025-01-19,North,Office Supplies,SMB,False,2,211.63,423.26,False
1675,2025-01-19,East,Apparel,SMB,True,3,310.49,931.47,False
427,2025-01-19,North,Office Supplies,Enterprise,True,6,66.77,400.62,False
916,2025-01-19,East,Apparel,SMB,True,6,194.68,1168.08,True
1989,2025-01-19,North,Office Supplies,SMB,False,3,369.73,1109.19,True
483,2025-01-19,West,Electronics,Enterprise,True,1,352.45,352.45,False
1561,2025-01-19,West,Office Supplies,Enterprise,False,7,309.63,2167.41,False
289,2025-01-20,North,Toys,Enterprise,False,4,374.36,1497.44,False
970,2025-01-20,East,Apparel,Enterprise,False,4,172.17,688.68,False
1174,2025-01-20,South,Apparel,SMB,False,9,139.89,1259.01,False
512,2025-01-20,South,Apparel,Mid-Market,False,8,410.12,3280.96,True
1497,2025-01-20,North,Furniture,Enterprise,True,5,56.44,282.2,False
1430,2025-01-20,South,Furniture,Enterprise,True,9,119.16,1072.44,False
752,2025-01-20,East,Apparel,SMB,True,2,343.19,686.38,False
1794,2025-01-20,East,Toys,SMB,False,8,111.77,894.16,False
1304,2025-01-21,North,Apparel,SMB,True,2,495.94,991.88,True
6,2025-01-21,East,Furniture,SMB,False,7,289.42,2025.94,False
1450,2025-01-21,North,Furniture,SMB,False,7,369.13,2583.91,False
1873,2025-01-21,West,Toys,Enterprise,False,9,456.6,4109.4,False
33,2025-01-21,North,Office Supplies,SMB,False,6,447.37,2684.22,False
1588,2025-01-21,South,Furniture,SMB,False,2,480.26,960.52,False
18,2025-01-22,North,Office Supplies,SMB,False,6,321.9,1931.4,False
1272,2025-01-22,South,Toys,Enterprise,False,3,237.61,712.83,False
1396,2025-01-22,South,Toys,SMB,False,4,345.19,1380.76,False
235,2025-01-22,South,Furniture,Enterprise,False,2,445.7,891.4,False
1974,2025-01-22,South,Office Supplies,Enterprise,False,6,12.88,77.28,False
645,2025-01-22,North,Electronics,SMB,True,1,127.99,127.99,False
1299,2025-01-22,North,Toys,SMB,False,4,19.62,78.48,False
1990,2025-01-23,South,Furniture,SMB,True,6,469.58,2817.48,False
852,2025-01-23,East,Toys,SMB,False,7,24.2,169.4,False
362,2025-01-23,South,Electronics,SMB,False,9,417.21,3754.89,False
1240,2025-01-23,East,Electronics,Mid-Market,False,2,168.48,336.96,False
802,2025-01-23,East,Apparel,SMB,False,6,266.36,1598.16,False
569,2025-01-23,West,Toys,SMB,True,9,289.52,2605.68,True
1427,2025-01-24,South,Toys,SMB,True,1,83.82,83.82,False
1328,2025-01-24,South,Electronics,Enterprise,False,1,290.2,290.2,False
701,2025-01-25,South,Apparel,Enterprise,True,6,345.1,2070.6,False
1058,2025-01-25,East,Electronics,SMB,False,3,217.21,651.63,False
1774,2025-01-25,East,Office Supplies,Enterprise,False,9,319.38,2874.42,False
881,2025-01-25,South,Office Supplies,SMB,True,9,319.51,2875.59,False
891,2025-01-25,West,Furniture,SMB,False,2,297.81,595.62,False
1781,2025-01-25,East,Office Supplies,SMB,True,6,137.54,825.24,False
1079,2025-01-25,East,Furniture,SMB,False,3,330.77,992.31,False
1404,2025-01-25,North,Electronics,Mid-Market,True,7,471.52,3300.64,False
439,2025-01-25,West,Electronics,SMB,False,8,228.99,1831.92,False
1199,2025-01-25,North,Electronics,Mid-Market,False,2,215.68,431.36,False
1784,2025-01-25,South,Electronics,Enterprise,False,2,168.39,336.78,False
697,2025-01-25,South,Electronics,SMB,True,2,58.21,116.42,True
746,2025-01-26,North,Apparel,Enterprise,False,7,484.03,3388.21,False
285,2025-01-26,East,Office Supplies,SMB,False,9,119.94,1079.46,False
1084,2025-01-26,South,Furniture,Mid-Market,True,5,97.33,486.65,False
1534,2025-01-26,West,Furniture,Enterprise,False,9,18.98,170.82,False
1627,2025-01-26,East,Electronics,Mid-Market,False,7,454.56,3181.92,False
664,2025-01-26,South,Apparel,Enterprise,True,6,311.73,1870.38,False
1288,2025-01-26,East,Toys,Enterprise,False,2,426.21,852.42,False
242,2025-01-27,West,Toys,SMB,False,3,484.4,1453.2,False
1012,2025-01-27,West,Toys,SMB,False,1,128.62,128.62,False
1694,2025-01-27,East,Apparel,Mid-Market,False,7,111.23,778.61,False
1300,2025-01-27,East,Apparel,SMB,True,9,369.44,3324.96,False
1597,2025-01-27,North,Toys,SMB,False,6,85.39,512.34,False
1316,2025-01-27,South,Office Supplies,Enterprise,False,6,450.94,2705.64,False
1323,2025-01-27,North,Furniture,SMB,False,9,162.35,1461.15,False
690,2025-01-28,North,Apparel,Enterprise,True,1,458.79,458.79,False
126,2025-01-28,East,Furniture,Mid-Market,False,8,103.47,827.76,False
1912,2025-01-28,East,Electronics,SMB,False,6,381.63,2289.78,False
81,2025-01-28,West,Toys,SMB,True,2,138.35,276.7,False
1466,2025-01-28,East,Furniture,SMB,False,9,391.46,3523.14,False
532,2025-01-28,West,Furniture,Enterprise,False,3,487.89,1463.67,False
675,2025-01-28,South,Toys,SMB,False,8,371.28,2970.24,False
114,2025-01-29,North,Electronics,SMB,False,2,378.71,757.42,False
1127,2025-01-29,South,Office Supplies,SMB,True,7,433.56,3034.92,False
471,2025-01-29,West,Apparel,SMB,False,9,379.1,3411.9,False
1027,2025-01-29,South,Electronics,SMB,False,1,409.62,409.62,False
996,2025-01-29,East,Furniture,SMB,False,9,260.25,2342.25,False
1977,2025-01-29,West,Office Supplies,SMB,False,8,289.48,2315.84,False
1192,2025-01-29,East,Electronics,Mid-Market,True,9,260.39,2343.51,False
1283,2025-01-29,North,Office Supplies,SMB,False,4,286.95,1147.8,False
1884,2025-01-29,South,Electronics,Enterprise,False,5,138.98,694.9,False
865,2025-01-29,East,Office Supplies,SMB,False,4,125.87,503.48,False
609,2025-01-30,South,Furniture,SMB,True,2,143.78,287.56,False
1991,2025-01-30,East,Office Supplies,Enterprise,True,3,269.33,807.99,False
1724,2025-01-30,South,Office Supplies,SMB,True,7,320.14,2240.98,False
1239,2025-01-31,East,Furniture,Mid-Market,False,1,295.07,295.07,False
731,2025-01-31,East,Electronics,Enterprise,False,9,84.17,757.53,False
1793,2025-01-31,North,Electronics,Enterprise,False,2,189.86,379.72,False
913,2025-02-01,West,Furniture,SMB,True,1,130.8,130.8,False
1348,2025-02-01,North,Office Supplies,Enterprise,False,8,389.9,3119.2,False
1954,2025-02-01,East,Office Supplies,SMB,False,6,255.42,1532.52,False
1284,2025-02-02,South,Electronics,SMB,True,4,207.8,831.2,False
233,2025-02-02,North,Apparel,SMB,True,3,44.79,134.37,True
381,2025-02-02,East,Apparel,SMB,False,7,147.97,1035.79,False
85,2025-02-02,East,Electronics,Enterprise,False,1,256.42,256.42,False
1119,2025-02-03,West,Electronics,SMB,False,6,384.85,2309.1,False
1005,2025-02-03,East,Apparel,SMB,False,7,349.91,2449.37,False
1863,2025-02-03,South,Toys,Enterprise,True,5,53.01,265.05,False
582,2025-02-03,East,Toys,Mid-Market,False,7,236.29,1654.03,False
710,2025-02-03,South,Office Supplies,Enterprise,False,1,32.28,32.28,False
619,2025-02-03,North,Office Supplies,Mid-Market,False,1,353.73,353.73,False
651,2025-02-03,North,Apparel,Enterprise,False,2,334.9,669.8,False
543,2025-02-04,South,Toys,SMB,False,5,369.06,1845.3,True
393,2025-02-04,West,Toys,SMB,False,1,443.91,443.91,False
42,2025-02-04,East,Apparel,Mid-Market,False,6,242.8,1456.8,True
782,2025-02-04,East,Apparel,SMB,True,8,24.78,198.24,False
1422,2025-02-04,South,Office Supplies,SMB,True,4,283.7,1134.8,False
92,2025-02-04,South,Furniture,Mid-Market,True,1,259.91,259.91,False
1500,2025-02-04,West,Toys,SMB,False,7,64.25,449.75,False
247,2025-02-04,North,Toys,Enterprise,False,5,249.96,1249.8,False
411,2025-02-05,West,Furniture,SMB,True,1,273.86,273.86,False
287,2025-02-05,East,Toys,Enterprise,False,8,326.21,2609.68,False
734,2025-02-05,West,Apparel,Enterprise,True,8,206.74,1653.92,False
1713,2025-02-05,North,Toys,Mid-Market,True,9,98.51,886.59,True
1617,2025-02-05,North,Furniture,Enterprise,False,1,367.66,367.66,False
1043,2025-02-05,South,Furniture,Mid-Market,False,8,445.73,3565.84,False
115,2025-02-05,North,Toys,Mid-Market,True,8,469.17,3753.36,False
1682,2025-02-05,East,Electronics,SMB,True,1,397.65,397.65,False
961,2025-02-05,South,Furniture,SMB,False,7,139.74,978.18,True
258,2025-02-06,West,Furniture,SMB,True,6,249.34,1496.04,False
417,2025-02-06,North,Office Supplies,SMB,False,7,350.94,2456.58,False
1417,2025-02-06,South,Electronics,SMB,False,9,432.53,3892.77,False
1264,2025-02-06,West,Toys,Mid-Market,False,9,186.6,1679.4,False
203,2025-02-06,North,Electronics,Mid-Market,False,3,265.97,797.91,False
1207,2025-02-06,East,Electronics,Enterprise,False,8,52.06,416.48,False
775,2025-02-07,East,Electronics,Mid-Market,True,3,259.97,779.91,False
238,2025-02-07,North,Office Supplies,SMB,True,3,291.06,873.18,False
849,2025-02-07,South,Furniture,Mid-Market,True,4,34.4,137.6,False
759,2025-02-07,South,Toys,Enterprise,True,7,397.87,2785.09,False
1203,2025-02-07,South,Furniture,SMB,False,5,288.09,1440.45,False
1737,2025-02-07,South,Furniture,Enterprise,False,3,450.89,1352.67,False
821,2025-02-07,South,Apparel,SMB,True,5,43.45,217.25,False
1918,2025-02-07,North,Furniture,SMB,True,8,38.67,309.36,False
810,2025-02-08,East,Electronics,Mid-Market,False,9,291.71,2625.39,False
358,2025-02-08,East,Electronics,Mid-Market,False,5,72.97,364.85,False
1110,2025-02-08,East,Apparel,SMB,False,9,393.81,3544.29,False
1292,2025-02-08,West,Furniture,SMB,False,2,312.2,624.4,False
1126,2025-02-08,North,Electronics,Mid-Market,False,8,435.57,3484.56,False
484,2025-02-08,North,Toys,SMB,True,6,453.04,2718.24,False
1515,2025-02-08,West,Office Supplies,SMB,False,9,145.54,1309.86,True
585,2025-02-08,East,Furniture,SMB,True,5,372.45,1862.25,False
282,2025-02-08,North,Office Supplies,Mid-Market,False,2,68.51,137.02,False
444,2025-02-08,West,Apparel,SMB,False,3,443.71,1331.13,False
1957,2025-02-08,North,Office Supplies,Enterprise,True,6,117.68,706.08,True
1243,2025-02-08,West,Toys,SMB,False,3,56.04,168.12,False
1613,2025-02-08,West,Office Supplies,SMB,True,2,392.75,785.5,False
1059,2025-02-08,East,Office Supplies,Mid-Market,False,1,338.05,338.05,False
692,2025-02-08,South,Apparel,Enterprise,False,4,102.07,408.28,True
190,2025-02-08,West,Toys,Enterprise,True,7,58.45,409.15,False
1216,2025-02-09,West,Electronics,SMB,False,9,301.44,2712.96,False
1211,2025-02-09,South,Furniture,Enterprise,True,5,464.03,2320.15,False
1198,2025-02-09,South,Furniture,Enterprise,False,5,30.84,154.2,True
1821,2025-02-09,West,Furniture,SMB,True,3,269.49,808.47,False
989,2025-02-09,West,Electronics,Enterprise,True,2,383.52,767.04,False
1217,2025-02-09,West,Electronics,SMB,False,7,180.86,1266.02,False
732,2025-02-09,West,Electronics,Mid-Market,False,7,60.61,424.27,False
1449,2025-02-09,North,Office Supplies,SMB,False,6,149.23,895.38,False
1004,2025-02-10,East,Electronics,Enterprise,True,4,13.83,55.32,True
1356,2025-02-10,East,Office Supplies,SMB,False,9,269.86,2428.74,False
67,2025-02-10,East,Furniture,SMB,False,7,335.52,2348.64,False
80,2025-02-10,East,Toys,SMB,False,5,414.94,2074.7,False
534,2025-02-10,South,Toys,Mid-Market,True,1,358.97,358.97,False
1458,2025-02-10,South,Furniture,SMB,False,5,34.49,172.45,False
1386,2025-02-10,East,Toys,SMB,False,6,95.23,571.38,False
715,2025-02-11,North,Toys,Mid-Market,False,2,398.61,797.22,False
102,2025-02-11,East,Office Supplies,SMB,False,6,482.53,2895.18,False
1679,2025-02-11,South,Office Supplies,Enterprise,True,4,169.25,677.0,False
1757,2025-02-11,East,Toys,SMB,True,2,411.56,823.12,False
815,2025-02-11,West,Electronics,SMB,False,2,25.58,51.16,False
1003,2025-02-11,North,Toys,Enterprise,True,6,193.63,1161.78,False
447,2025-02-11,North,Apparel,SMB,True,2,67.56,135.12,False
1670,2025-02-11,North,Electronics,Enterprise,False,9,343.82,3094.38,False
1874,2025-02-11,North,Electronics,SMB,False,1,255.77,255.77,False
1057,2025-02-11,North,Apparel,SMB,False,8,170.7,1365.6,False
796,2025-02-11,North,Office Supplies,SMB,True,8,368.03,2944.24,False
1872,2025-02-11,West,Electronics,Mid-Market,True,6,349.24,2095.44,False
1587,2025-02-12,South,Office Supplies,Mid-Market,True,2,347.17,694.34,False
625,2025-02-12,North,Toys,Enterprise,False,3,128.12,384.36,False
1797,2025-02-12,East,Toys,Mid-Market,False,1,418.87,418.87,False
1902,2025-02-12,North,Office Supplies,SMB,False,2,157.19,314.38,False
387,2025-02-12,North,Toys,SMB,True,6,350.25,2101.5,False
499,2025-02-13,North,Office Supplies,SMB,False,1,444.54,444.54,False
1067,2025-02-13,West,Electronics,SMB,True,7,205.7,1439.9,True
388,2025-02-13,North,Office Supplies,Enterprise,False,3,386.36,1159.08,False
52,2025-02-13,East,Electronics,Enterprise,False,7,29.06,203.42,False
1491,2025-02-13,East,Office Supplies,SMB,True,5,24.6,123.0,False
1982,2025-02-13,North,Electronics,Mid-Market,False,1,81.38,81.38,False
128,2025-02-13,South,Office Supplies,SMB,False,2,356.93,713.86,False
123,2025-02-14,West,Toys,Enterprise,False,9,222.77,2004.93,False
1228,2025-02-14,West,Furniture,SMB,False,9,38.14,343.26,False
1237,2025-02-14,South,Electronics,SMB,False,7,258.32,1808.24,False
1329,2025-02-15,South,Apparel,Enterprise,False,2,56.93,113.86,False
254,2025-02-15,West,Furniture,Enterprise,False,2,441.04,882.08,False
542,2025-02-15,South,Apparel,Mid-Market,False,2,338.4,676.8,True
650,2025-02-15,North,Electronics,Mid-Market,False,5,349.02,1745.1,False
1251,2025-02-15,West,Electronics,SMB,False,2,162.4,324.8,False
1022,2025-02-15,North,Furniture,Enterprise,False,3,420.5,1261.5,False
1358,2025-02-15,East,Furniture,SMB,True,7,468.54,3279.78,True
513,2025-02-16,North,Electronics,SMB,False,4,435.57,1742.28,False
1622,2025-02-16,East,Furniture,Enterprise,True,7,282.84,1979.88,False
1085,2025-02-16,South,Furniture,Enterprise,False,9,347.36,3126.24,False
755,2025-02-16,South,Toys,SMB,False,4,62.19,248.76,False
353,2025-02-16,West,Toys,SMB,False,9,36.85,331.65,False
1169,2025-02-16,North,Electronics,Enterprise,False,1,348.36,348.36,False
316,2025-02-16,North,Toys,SMB,False,7,178.42,1248.94,True
656,2025-02-16,East,Toys,Enterprise,False,2,497.82,995.64,False
839,2025-02-16,West,Electronics,SMB,True,4,133.75,535.0,False
338,2025-02-17,East,Toys,SMB,False,9,432.9,3896.1,False
86,2025-02-17,East,Furniture,Enterprise,True,5,236.93,1184.65,False
1883,2025-02-17,South,Apparel,SMB,True,4,23.32,93.28,True
662,2025-02-17,North,Electronics,Enterprise,False,6,363.71,2182.26,False
1652,2025-02-18,South,Furniture,SMB,True,3,431.74,1295.22,False
21,2025-02-18,East,Furniture,SMB,True,6,381.96,2291.76,False
249,2025-02-18,North,Furniture,Enterprise,True,4,234.72,938.88,False
1924,2025-02-18,South,Furniture,SMB,True,3,397.24,1191.72,False
1637,2025-02-18,North,Apparel,SMB,False,5,49.3,246.5,True
1756,2025-02-18,North,Electronics,Enterprise,True,5,439.65,2198.25,False
1691,2025-02-18,South,Furniture,Mid-Market,False,2,355.66,711.32,False
900,2025-02-18,North,Apparel,SMB,False,7,348.2,2437.4,True
907,2025-02-18,South,Apparel,Mid-Market,False,9,264.52,2380.68,True
1640,2025-02-19,West,Office Supplies,SMB,False,8,58.94,471.52,False
45,2025-02-19,East,Furniture,Enterprise,True,6,134.48,806.88,False
1325,2025-02-19,South,Toys,Mid-Market,True,6,89.27,535.62,False
1979,2025-02-19,East,Apparel,Mid-Market,False,6,162.49,974.94,False
1700,2025-02-19,South,Furniture,Enterprise,True,1,305.64,305.64,False
1432,2025-02-19,North,Apparel,SMB,True,2,225.78,451.56,False
612,2025-02-20,South,Apparel,Mid-Market,True,6,356.65,2139.9,True
943,2025-02-20,South,Office Supplies,Enterprise,False,6,36.13,216.78,False
578,2025-02-20,South,Furniture,SMB,False,9,129.24,1163.16,False
295,2025-02-20,North,Toys,SMB,False,5,157.78,788.9,False
1913,2025-02-20,East,Electronics,SMB,True,6,110.75,664.5,False
864,2025-02-20,North,Toys,Mid-Market,True,4,448.84,1795.36,True
1593,2025-02-20,West,Toys,Mid-Market,False,5,485.88,2429.4,False
240,2025-02-20,South,Office Supplies,SMB,True,4,364.23,1456.92,False
28,2025-02-20,East,Apparel,SMB,True,5,129.86,649.3,False
641,2025-02-20,East,Electronics,SMB,False,2,181.52,363.04,False
435,2025-02-21,North,Toys,Mid-Market,False,7,408.32,2858.24,False
